order_id,order_date,ship_date,order_priority,country_code,product_id,sales_channel,units_sold,unit_price,unit_cost,product_name,country,region,sub_region,revenue,total_cost,profit,margin_%
311688840,2015-01-22,2015-02-14,L,GBR,3127,Offline,4509,81.73,56.67,Personal Care,United Kingdom,Europe,Northern Europe,368520.57,255525.03,112995.54000000001,30.661935641747217
311921012,2010-08-15,2010-08-26,H,BLR,1270,Online,3214,47.45,31.79,Beverages,Belarus,Europe,Eastern Europe,152504.30000000002,102173.06,50331.24000000002,33.00316122233931
311956632,2017-01-04,2017-01-10,C,EST,8293,Offline,3755,437.2,263.33,Cosmetics,Estonia,Europe,Northern Europe,1641686.0,988804.1499999999,652881.8500000001,39.76898444647759
313178002,2013-10-19,2013-12-06,C,BGR,1270,Offline,5185,47.45,31.79,Beverages,Bulgaria,Europe,Eastern Europe,246028.25000000003,164831.15,81197.10000000003,33.003161222339315
313705861,2016-05-29,2016-07-10,L,MNE,4594,Offline,1390,9.33,6.92,Fruits,Montenegro,Europe,Southern Europe,12968.7,9618.8,3349.9000000000015,25.830653804930343
313821303,2010-12-05,2011-01-17,H,HUN,8681,Online,5552,651.21,524.96,Office Supplies,Hungary,Europe,Eastern Europe,3615517.9200000004,2914577.9200000004,700940.0,19.38698730056356
314782178,2012-06-15,2012-07-12,L,ITA,7331,Offline,9896,255.28,159.42,Baby Food,Italy,Europe,Southern Europe,2526250.88,1577620.3199999998,948630.56,37.550924475086184
315066277,2013-10-10,2013-11-28,L,SVK,8969,Offline,3968,152.58,97.44,Snacks,Slovakia,Europe,Eastern Europe,605437.4400000001,386641.92,218795.52000000008,36.13841918993316
316466176,2014-05-22,2014-06-02,H,EST,7331,Offline,8229,255.28,159.42,Baby Food,Estonia,Europe,Northern Europe,2100699.12,1311867.18,788831.9400000002,37.550924475086184
317006051,2017-04-30,2017-06-05,H,GRC,1270,Offline,7990,47.45,31.79,Beverages,Greece,Europe,Southern Europe,379125.5,254002.1,125123.4,33.00316122233931
318523538,2015-10-07,2015-11-05,M,EST,2103,Online,7048,205.7,117.11,Cereal,Estonia,Europe,Northern Europe,1449773.5999999999,825391.28,624382.3199999998,43.06757413709285
320431125,2015-03-11,2015-04-17,H,AND,1270,Online,1545,47.45,31.79,Beverages,Andorra,Europe,Southern Europe,73310.25,49115.549999999996,24194.700000000004,33.00316122233931
321628463,2011-04-27,2011-05-14,L,POL,7940,Online,5864,668.27,502.54,Household,Poland,Europe,Eastern Europe,3918735.28,2946894.56,971840.7199999997,24.799856345489093
322524106,2015-05-20,2015-05-20,C,CZE,2103,Offline,905,205.7,117.11,Cereal,Czech Republic,Europe,Eastern Europe,186158.5,105984.55,80173.95,43.06757413709285
323293578,2015-12-24,2016-02-02,H,AUT,2103,Online,8609,205.7,117.11,Cereal,Austria,Europe,Western Europe,1770871.2999999998,1008199.99,762671.3099999998,43.06757413709285
325314033,2012-01-06,2012-01-30,H,CYP,2455,Online,6506,109.28,35.84,Clothes,Cyprus,Asia,Western Asia,710975.68,233175.04,477800.64,67.20351390922401
327072703,2013-11-01,2013-11-16,C,SVK,8293,Online,6936,437.2,263.33,Cosmetics,Slovakia,Europe,Eastern Europe,3032419.1999999997,1826456.88,1205962.3199999998,39.76898444647758
327604424,2013-04-21,2013-05-13,L,HUN,1270,Online,4284,47.45,31.79,Beverages,Hungary,Europe,Eastern Europe,203275.80000000002,136188.36,67087.44000000003,33.003161222339315
328322827,2012-06-30,2012-07-19,C,AND,8293,Online,6876,437.2,263.33,Cosmetics,Andorra,Europe,Southern Europe,3006187.1999999997,1810657.0799999998,1195530.1199999999,39.76898444647758
328721082,2016-12-14,2016-12-18,L,UNKNOWN,7331,Online,4728,255.28,159.42,Baby Food,,,,1206963.84,753737.7599999999,453226.0800000002,37.5509244750862
329529607,2011-01-18,2011-01-23,L,UKR,8293,Online,3988,437.2,263.33,Cosmetics,Ukraine,Europe,Eastern Europe,1743553.5999999999,1050160.04,693393.5599999998,39.76898444647758
330590474,2012-01-30,2012-03-14,L,NOR,8681,Online,7923,651.21,524.96,Office Supplies,Norway,Europe,Northern Europe,5159536.83,4159258.08,1000278.75,19.386987300563565
332268464,2013-11-06,2013-12-14,C,POL,2103,Online,4477,205.7,117.11,Cereal,Poland,Europe,Eastern Europe,920918.8999999999,524301.47,396617.42999999993,43.06757413709285
332353007,2010-10-06,2010-11-22,H,HUN,8293,Online,9495,437.2,263.33,Cosmetics,Hungary,Europe,Eastern Europe,4151214.0,2500318.3499999996,1650895.6500000004,39.768984446477596
333304440,2017-06-11,2017-07-05,L,CYP,8875,Online,1046,421.89,364.69,Meat,Cyprus,Asia,Western Asia,441296.94,381465.74,59831.20000000001,13.558036455000122
334539973,2010-04-18,2010-05-11,M,ITA,2455,Online,6667,109.28,35.84,Clothes,Italy,Europe,Southern Europe,728569.76,238945.28000000003,489624.48,67.20351390922401
336111962,2012-05-24,2012-06-16,M,UNKNOWN,3127,Offline,1854,81.73,56.67,Personal Care,,,,151527.42,105066.18000000001,46461.240000000005,30.661935641747217
336813628,2010-01-16,2010-02-23,C,SWE,8293,Offline,9492,437.2,263.33,Cosmetics,Sweden,Europe,Northern Europe,4149902.4,2499528.36,1650374.04,39.76898444647758
337354791,2011-12-09,2012-01-28,L,NOR,8293,Offline,9634,437.2,263.33,Cosmetics,Norway,Europe,Northern Europe,4211984.8,2536921.2199999997,1675063.58,39.76898444647759
339786803,2011-09-17,2011-10-25,H,LUX,8681,Offline,9321,651.21,524.96,Office Supplies,Luxembourg,Europe,Western Europe,6069928.41,4893152.16,1176776.25,19.386987300563565
339999663,2015-05-26,2015-06-13,L,MLT,8969,Online,2311,152.58,97.44,Snacks,Malta,Europe,Southern Europe,352612.38,225183.84,127428.54000000001,36.13841918993315
340213811,2010-06-20,2010-07-26,C,FRA,8681,Online,5682,651.21,524.96,Office Supplies,France,Europe,Western Europe,3700175.22,2982822.72,717352.5,19.386987300563565
341398274,2017-01-22,2017-03-07,L,GEO,8969,Offline,6191,152.58,97.44,Snacks,Georgia,Asia,Western Asia,944622.78,603251.04,341371.74,36.138419189933146
343185698,2013-03-07,2013-04-25,H,EST,8681,Offline,5129,651.21,524.96,Office Supplies,Estonia,Europe,Northern Europe,3340056.0900000003,2692519.8400000003,647536.25,19.386987300563565
343730294,2017-05-01,2017-05-28,L,LVA,8681,Online,6287,651.21,524.96,Office Supplies,Latvia,Europe,Northern Europe,4094157.27,3300423.52,793733.75,19.386987300563565
343889510,2014-02-19,2014-04-02,M,UKR,1270,Online,3403,47.45,31.79,Beverages,Ukraine,Europe,Eastern Europe,161472.35,108181.37,53290.98000000001,33.00316122233931
344160735,2010-10-09,2010-11-20,M,NLD,8875,Online,3664,421.89,364.69,Meat,Netherlands,Europe,Western Europe,1545804.96,1336224.16,209580.80000000005,13.558036455000122
346498763,2011-03-18,2011-04-02,L,MCO,5988,Online,5539,154.06,90.93,Vegetables,Monaco,Europe,Western Europe,853338.34,503661.27,349677.06999999995,40.97754121770738
347609412,2014-09-10,2014-09-17,C,CHE,8293,Offline,4205,437.2,263.33,Cosmetics,Switzerland,Europe,Western Europe,1838426.0,1107302.65,731123.3500000001,39.76898444647759
348080623,2010-05-03,2010-05-19,M,AND,8969,Online,3646,152.58,97.44,Snacks,Andorra,Europe,Southern Europe,556306.68,355266.24,201040.44000000006,36.13841918993316
349060380,2016-09-16,2016-09-28,H,MKD,7331,Online,3578,255.28,159.42,Baby Food,Macedonia,Europe,Southern Europe,913391.84,570404.76,342987.07999999996,37.55092447508618
349212729,2016-07-27,2016-09-11,C,BGR,8875,Online,8662,421.89,364.69,Meat,Bulgaria,Europe,Eastern Europe,3654411.1799999997,3158944.78,495466.3999999999,13.558036455000117
350550401,2012-03-25,2012-04-22,H,SRB,8293,Online,4508,437.2,263.33,Cosmetics,Serbia,Europe,Southern Europe,1970897.5999999999,1187091.64,783805.96,39.76898444647758
350977408,2010-12-26,2011-01-22,C,MKD,8293,Online,869,437.2,263.33,Cosmetics,Macedonia,Europe,Southern Europe,379926.8,228833.77,151093.03,39.76898444647758
351247346,2016-03-29,2016-05-08,H,MCO,3127,Online,750,81.73,56.67,Personal Care,Monaco,Europe,Western Europe,61297.5,42502.5,18795.0,30.661935641747217
352342545,2017-02-19,2017-03-27,M,ESP,8969,Offline,4844,152.58,97.44,Snacks,Spain,Europe,Southern Europe,739097.52,471999.36,267098.16000000003,36.13841918993315
353191840,2013-06-08,2013-07-09,H,EST,2455,Offline,6169,109.28,35.84,Clothes,Estonia,Europe,Northern Europe,674148.3200000001,221096.96000000002,453051.36000000004,67.20351390922401
353320157,2012-08-19,2012-08-22,L,MNE,8293,Offline,4141,437.2,263.33,Cosmetics,Montenegro,Europe,Southern Europe,1810445.2,1090449.53,719995.6699999999,39.76898444647758
353383243,2014-05-15,2014-06-09,L,UNKNOWN,8681,Online,2809,651.21,524.96,Office Supplies,,,,1829248.8900000001,1474612.6400000001,354636.25,19.386987300563565
353415429,2010-12-04,2010-12-08,M,CZE,3127,Online,2334,81.73,56.67,Personal Care,Czech Republic,Europe,Eastern Europe,190757.82,132267.78,58490.04000000001,30.661935641747217
353475940,2014-10-02,2014-10-04,H,NLD,3127,Offline,240,81.73,56.67,Personal Care,Netherlands,Europe,Western Europe,19615.2,13600.800000000001,6014.4,30.661935641747213
353492677,2016-04-17,2016-05-23,C,HUN,4594,Offline,5193,9.33,6.92,Fruits,Hungary,Europe,Eastern Europe,48450.69,35935.56,12515.130000000005,25.830653804930343
354270303,2012-10-14,2012-11-27,L,SMR,5988,Offline,5310,154.06,90.93,Vegetables,San Marino,Europe,Southern Europe,818058.6,482838.30000000005,335220.29999999993,40.97754121770738
354655683,2012-07-24,2012-07-31,M,MKD,1270,Offline,9353,47.45,31.79,Beverages,Macedonia,Europe,Southern Europe,443799.85000000003,297331.87,146467.98000000004,33.00316122233931
354667699,2012-11-21,2012-12-29,L,HRV,8681,Offline,2908,651.21,524.96,Office Supplies,Croatia,Europe,Southern Europe,1893718.6800000002,1526583.6800000002,367135.0,19.386987300563565
354931628,2010-05-30,2010-06-08,H,IRL,3127,Offline,1011,81.73,56.67,Personal Care,Ireland,Europe,Northern Europe,82629.03,57293.37,25335.659999999996,30.661935641747213
355534589,2015-01-31,2015-02-06,H,GRC,2455,Online,9440,109.28,35.84,Clothes,Greece,Europe,Southern Europe,1031603.2,338329.60000000003,693273.5999999999,67.203513909224
356413495,2010-01-12,2010-01-18,L,BIH,3127,Offline,9528,81.73,56.67,Personal Care,Bosnia and Herzegovina,Europe,Southern Europe,778723.4400000001,539951.76,238771.68000000005,30.661935641747224
357434880,2015-05-22,2015-06-29,C,MNE,8293,Online,1779,437.2,263.33,Cosmetics,Montenegro,Europe,Southern Europe,777778.7999999999,468464.06999999995,309314.73,39.76898444647758
357482516,2014-07-14,2014-07-28,C,IRL,1270,Online,5875,47.45,31.79,Beverages,Ireland,Europe,Northern Europe,278768.75,186766.25,92002.5,33.00316122233931
357930982,2016-01-16,2016-03-05,C,ALB,2455,Offline,8586,109.28,35.84,Clothes,Albania,Europe,Southern Europe,938278.08,307722.24000000005,630555.8399999999,67.203513909224
357943856,2013-02-24,2013-03-17,L,NOR,7331,Offline,2396,255.28,159.42,Baby Food,Norway,Europe,Northern Europe,611650.88,381970.31999999995,229680.56000000006,37.55092447508619
358594453,2016-12-20,2017-02-02,L,ISL,8969,Offline,4922,152.58,97.44,Snacks,Iceland,Europe,Northern Europe,750998.76,479599.68,271399.08,36.13841918993315
358624064,2015-08-15,2015-10-03,H,RUS,2455,Offline,3685,109.28,35.84,Clothes,Russia,Europe,Eastern Europe,402696.8,132070.40000000002,270626.39999999997,67.203513909224
359197413,2014-01-26,2014-03-08,L,GEO,7331,Online,3352,255.28,159.42,Baby Food,Georgia,Asia,Western Asia,855698.56,534375.84,321322.7200000001,37.55092447508619
359893071,2011-07-22,2011-08-06,H,ITA,5988,Online,9212,154.06,90.93,Vegetables,Italy,Europe,Southern Europe,1419200.72,837647.16,581553.5599999999,40.97754121770738
361311852,2017-01-06,2017-02-15,L,DEU,7331,Offline,9061,255.28,159.42,Baby Food,Germany,Europe,Western Europe,2313092.08,1444504.6199999999,868587.4600000002,37.55092447508619
361659038,2012-06-30,2012-08-03,L,LUX,2103,Online,1801,205.7,117.11,Cereal,Luxembourg,Europe,Western Europe,370465.69999999995,210915.11,159550.58999999997,43.06757413709285
361725556,2016-06-27,2016-07-18,L,SMR,5988,Offline,1485,154.06,90.93,Vegetables,San Marino,Europe,Southern Europe,228779.1,135031.05000000002,93748.04999999999,40.97754121770738
362258565,2014-11-29,2014-12-14,C,ARM,4594,Offline,9214,9.33,6.92,Fruits,Armenia,Asia,Western Asia,85966.62,63760.88,22205.739999999998,25.830653804930332
364715468,2012-02-15,2012-02-19,M,HRV,8293,Offline,6267,437.2,263.33,Cosmetics,Croatia,Europe,Southern Europe,2739932.4,1650289.1099999999,1089643.29,39.76898444647759
364854514,2012-09-13,2012-10-03,M,UNKNOWN,7331,Offline,7413,255.28,159.42,Baby Food,,,,1892390.64,1181780.46,710610.1799999999,37.55092447508618
367328155,2011-06-16,2011-07-30,L,FRA,7940,Online,9419,668.27,502.54,Household,France,Europe,Western Europe,6294435.13,4733424.26,1561010.87,24.7998563454891
368865811,2013-09-11,2013-10-16,L,DEU,8681,Online,4445,651.21,524.96,Office Supplies,Germany,Europe,Western Europe,2894628.45,2333447.2,561181.25,19.386987300563565
369170081,2011-03-29,2011-04-03,H,SWE,7331,Offline,4486,255.28,159.42,Baby Food,Sweden,Europe,Northern Europe,1145186.08,715158.12,430027.9600000001,37.550924475086184
370484149,2015-12-27,2016-01-19,C,UNKNOWN,1270,Online,3348,47.45,31.79,Beverages,,,,158862.6,106432.92,52429.68000000001,33.00316122233931
371814954,2014-09-14,2014-10-08,M,RUS,3127,Online,7162,81.73,56.67,Personal Care,Russia,Europe,Eastern Europe,585350.26,405870.54000000004,179479.71999999997,30.661935641747213
374663245,2011-11-09,2011-11-26,C,UNKNOWN,8681,Online,35,651.21,524.96,Office Supplies,,,,22792.350000000002,18373.600000000002,4418.75,19.386987300563565
374848639,2012-08-16,2012-09-06,H,ESP,2455,Online,4897,109.28,35.84,Clothes,Spain,Europe,Southern Europe,535144.16,175508.48,359635.68000000005,67.20351390922403
378216636,2016-06-28,2016-08-08,H,LTU,2455,Online,1562,109.28,35.84,Clothes,Lithuania,Europe,Northern Europe,170695.36000000002,55982.08,114713.28000000001,67.20351390922401
378714883,2012-11-16,2012-12-16,M,MNE,8293,Offline,9005,437.2,263.33,Cosmetics,Montenegro,Europe,Southern Europe,3936986.0,2371286.65,1565699.35,39.76898444647758
378873240,2012-11-25,2012-11-28,H,AND,1270,Online,5866,47.45,31.79,Beverages,Andorra,Europe,Southern Europe,278341.7,186480.13999999998,91861.56000000003,33.00316122233931
379900634,2010-11-07,2010-12-02,L,DEU,2455,Offline,9895,109.28,35.84,Clothes,Germany,Europe,Western Europe,1081325.6,354636.80000000005,726688.8,67.20351390922401
380379998,2017-07-14,2017-07-16,C,ALB,7940,Online,1749,668.27,502.54,Household,Albania,Europe,Southern Europe,1168804.23,878942.4600000001,289861.7699999999,24.79985634548909
380498874,2014-04-24,2014-05-13,H,BGR,2455,Online,6927,109.28,35.84,Clothes,Bulgaria,Europe,Eastern Europe,756982.56,248263.68000000002,508718.88,67.20351390922401
380610454,2011-12-21,2011-12-29,C,SRB,8875,Offline,9946,421.89,364.69,Meat,Serbia,Europe,Southern Europe,4196117.9399999995,3627206.7399999998,568911.1999999997,13.558036455000114
380684268,2015-01-30,2015-02-23,M,LUX,8293,Offline,1789,437.2,263.33,Cosmetics,Luxembourg,Europe,Western Europe,782150.7999999999,471097.37,311053.42999999993,39.76898444647758
380733191,2013-03-07,2013-04-13,C,AND,7331,Offline,6267,255.28,159.42,Baby Food,Andorra,Europe,Southern Europe,1599839.76,999085.1399999999,600754.6200000001,37.55092447508619
381759297,2012-03-04,2012-03-25,C,MNE,2455,Online,9914,109.28,35.84,Clothes,Montenegro,Europe,Southern Europe,1083401.92,355317.76,728084.1599999999,67.20351390922401
381774747,2014-10-06,2014-10-23,C,NOR,4594,Offline,4486,9.33,6.92,Fruits,Norway,Europe,Northern Europe,41854.38,31043.12,10811.259999999998,25.830653804930332
382581126,2013-02-16,2013-03-27,M,IRL,3127,Offline,3112,81.73,56.67,Personal Care,Ireland,Europe,Northern Europe,254343.76,176357.04,77986.72,30.661935641747217
383611094,2016-07-22,2016-08-26,H,BLR,2455,Online,7902,109.28,35.84,Clothes,Belarus,Europe,Eastern Europe,863530.56,283207.68000000005,580322.88,67.20351390922401
384128224,2010-03-20,2010-04-26,M,NOR,7940,Offline,933,668.27,502.54,Household,Norway,Europe,Northern Europe,623495.91,468869.82,154626.09000000003,24.7998563454891
384483993,2011-05-05,2011-06-19,L,AUT,5988,Offline,6212,154.06,90.93,Vegetables,Austria,Europe,Western Europe,957020.72,564857.16,392163.55999999994,40.97754121770738
384601581,2016-09-25,2016-10-19,M,LUX,4594,Online,1009,9.33,6.92,Fruits,Luxembourg,Europe,Western Europe,9413.97,6982.28,2431.6899999999996,25.830653804930332
384976232,2015-02-18,2015-04-03,L,ISL,8681,Online,1877,651.21,524.96,Office Supplies,Iceland,Europe,Northern Europe,1222321.1700000002,985349.92,236971.25000000012,19.386987300563575
385080945,2015-11-06,2015-11-07,M,CYP,8293,Offline,2864,437.2,263.33,Cosmetics,Cyprus,Asia,Western Asia,1252140.8,754177.12,497963.68000000005,39.76898444647759
385340154,2012-02-26,2012-03-18,M,DEU,8293,Offline,9569,437.2,263.33,Cosmetics,Germany,Europe,Western Europe,4183566.8,2519804.77,1663762.0299999998,39.76898444647758
386009633,2013-03-31,2013-04-05,M,LTU,3127,Offline,7683,81.73,56.67,Personal Care,Lithuania,Europe,Northern Europe,627931.5900000001,435395.61,192535.9800000001,30.661935641747228
386319911,2010-12-16,2011-01-02,C,ESP,5988,Online,9501,154.06,90.93,Vegetables,Spain,Europe,Southern Europe,1463724.06,863925.93,599798.13,40.97754121770738
386440074,2014-04-05,2014-04-25,C,POL,3127,Offline,5060,81.73,56.67,Personal Care,Poland,Europe,Eastern Europe,413553.80000000005,286750.2,126803.60000000003,30.661935641747224
386601865,2016-07-17,2016-07-26,L,LTU,5988,Online,2938,154.06,90.93,Vegetables,Lithuania,Europe,Northern Europe,452628.28,267152.34,185475.94,40.97754121770738
387098824,2013-12-23,2014-01-04,H,GBR,3127,Offline,9999,81.73,56.67,Personal Care,United Kingdom,Europe,Northern Europe,817218.27,566643.3300000001,250574.93999999994,30.661935641747206
388728320,2012-03-31,2012-05-10,C,BIH,8969,Offline,2203,152.58,97.44,Snacks,Bosnia and Herzegovina,Europe,Southern Europe,336133.74000000005,214660.32,121473.42000000004,36.13841918993316
391026866,2017-01-03,2017-01-08,C,ESP,8293,Offline,2394,437.2,263.33,Cosmetics,Spain,Europe,Southern Europe,1046656.7999999999,630412.02,416244.7799999999,39.76898444647758
391200673,2012-01-19,2012-02-13,L,FRA,8681,Online,3827,651.21,524.96,Office Supplies,France,Europe,Western Europe,2492180.67,2009021.9200000002,483158.74999999977,19.386987300563558
391849982,2016-11-30,2016-12-11,H,GEO,2103,Offline,5972,205.7,117.11,Cereal,Georgia,Asia,Western Asia,1228440.4,699380.92,529059.4799999999,43.06757413709285
392217338,2016-03-12,2016-03-15,L,NOR,8969,Offline,4681,152.58,97.44,Snacks,Norway,Europe,Northern Europe,714226.9800000001,456116.64,258110.34000000008,36.13841918993316
392252957,2015-01-04,2015-02-22,M,ESP,2103,Offline,5222,205.7,117.11,Cereal,Spain,Europe,Southern Europe,1074165.4,611548.42,462616.97999999986,43.06757413709285
392518174,2011-06-25,2011-07-03,M,SRB,5988,Offline,3705,154.06,90.93,Vegetables,Serbia,Europe,Southern Europe,570792.3,336895.65,233896.65000000002,40.97754121770738
392676532,2011-07-05,2011-08-06,H,CYP,2103,Offline,567,205.7,117.11,Cereal,Cyprus,Asia,Western Asia,116631.9,66401.37,50230.53,43.067574137092855
392752492,2010-05-08,2010-06-03,H,NLD,3127,Offline,3045,81.73,56.67,Personal Care,Netherlands,Europe,Western Europe,248867.85,172560.15,76307.70000000001,30.661935641747217
393709933,2017-03-12,2017-04-25,C,FRA,4594,Offline,6373,9.33,6.92,Fruits,France,Europe,Western Europe,59460.090000000004,44101.159999999996,15358.930000000008,25.830653804930343
393842971,2010-01-12,2010-01-31,L,SRB,2455,Offline,5742,109.28,35.84,Clothes,Serbia,Europe,Southern Europe,627485.76,205793.28000000003,421692.48,67.20351390922401
393858420,2012-08-14,2012-08-29,L,SVK,4594,Offline,314,9.33,6.92,Fruits,Slovakia,Europe,Eastern Europe,2929.62,2172.88,756.7399999999998,25.830653804930325
394110763,2011-12-26,2011-12-29,C,BEL,5988,Offline,4988,154.06,90.93,Vegetables,Belgium,Europe,Western Europe,768451.28,453558.84,314892.44,40.97754121770738
394356667,2016-07-30,2016-08-04,C,GBR,7940,Online,7756,668.27,502.54,Household,United Kingdom,Europe,Northern Europe,5183102.12,3897700.24,1285401.88,24.799856345489097
394456660,2016-01-31,2016-02-09,H,MNE,4594,Online,7346,9.33,6.92,Fruits,Montenegro,Europe,Southern Europe,68538.18000000001,50834.32,17703.860000000008,25.830653804930343
395562589,2010-10-12,2010-12-01,C,SRB,1270,Online,4615,47.45,31.79,Beverages,Serbia,Europe,Southern Europe,218981.75,146710.85,72270.9,33.0031612223393
396462953,2016-01-21,2016-02-26,L,IRL,3127,Offline,1053,81.73,56.67,Personal Care,Ireland,Europe,Northern Europe,86061.69,59673.51,26388.18,30.661935641747217
396552217,2014-03-08,2014-04-24,M,CYP,2455,Offline,7468,109.28,35.84,Clothes,Cyprus,Asia,Western Asia,816103.04,267653.12000000005,548449.9199999999,67.203513909224
396718728,2010-02-07,2010-03-18,L,BIH,3127,Offline,6742,81.73,56.67,Personal Care,Bosnia and Herzegovina,Europe,Southern Europe,551023.66,382069.14,168954.52000000002,30.661935641747217
396832883,2013-03-29,2013-03-31,M,HRV,3127,Offline,523,81.73,56.67,Personal Care,Croatia,Europe,Southern Europe,42744.79,29638.41,13106.380000000001,30.661935641747217
397874438,2014-10-29,2014-12-01,M,SVK,1270,Online,8743,47.45,31.79,Beverages,Slovakia,Europe,Eastern Europe,414855.35000000003,277939.97,136915.38000000006,33.003161222339315
398104035,2012-06-25,2012-08-12,L,MLT,7331,Offline,6686,255.28,159.42,Baby Food,Malta,Europe,Southern Europe,1706802.08,1065882.1199999999,640919.9600000002,37.55092447508619
398333632,2010-02-19,2010-03-02,C,DEU,2103,Offline,4629,205.7,117.11,Cereal,Germany,Europe,Western Europe,952185.2999999999,542102.19,410083.11,43.067574137092855
398645198,2014-05-17,2014-05-26,H,HUN,7331,Offline,6828,255.28,159.42,Baby Food,Hungary,Europe,Eastern Europe,1743051.84,1088519.76,654532.0800000001,37.550924475086184
399115979,2015-06-01,2015-06-24,H,ESP,5988,Online,6142,154.06,90.93,Vegetables,Spain,Europe,Southern Europe,946236.52,558492.06,387744.45999999996,40.97754121770738
399256312,2014-12-11,2015-01-05,L,SVN,4594,Online,7670,9.33,6.92,Fruits,Slovenia,Europe,Southern Europe,71561.1,53076.4,18484.700000000004,25.830653804930336
400267398,2013-07-11,2013-07-20,M,AUT,8969,Offline,6873,152.58,97.44,Snacks,Austria,Europe,Western Europe,1048682.34,669705.12,378977.2200000001,36.13841918993316
400904691,2010-06-28,2010-07-12,M,LVA,2103,Offline,5462,205.7,117.11,Cereal,Latvia,Europe,Northern Europe,1123533.4,639654.82,483878.57999999996,43.06757413709285
401993882,2011-03-21,2011-04-11,M,UKR,2103,Offline,7778,205.7,117.11,Cereal,Ukraine,Europe,Eastern Europe,1599934.5999999999,910881.58,689053.0199999999,43.06757413709285
403337991,2016-10-15,2016-11-24,L,AND,5988,Offline,5529,154.06,90.93,Vegetables,Andorra,Europe,Southern Europe,851797.74,502751.97000000003,349045.76999999996,40.97754121770738
403665006,2016-01-16,2016-02-19,C,BLR,8969,Offline,2300,152.58,97.44,Snacks,Belarus,Europe,Eastern Europe,350934.0,224112.0,126822.0,36.13841918993315
404789817,2015-08-03,2015-09-08,L,PRT,7331,Online,5157,255.28,159.42,Baby Food,Portugal,Europe,Southern Europe,1316478.96,822128.94,494350.02,37.550924475086184
405986297,2014-12-09,2015-01-02,L,DEU,7331,Online,9222,255.28,159.42,Baby Food,Germany,Europe,Western Europe,2354192.16,1470171.24,884020.9200000002,37.550924475086184
406270396,2016-04-03,2016-05-19,L,ROU,8969,Online,3293,152.58,97.44,Snacks,Romania,Europe,Eastern Europe,502445.94000000006,320869.92,181576.02000000008,36.13841918993316
406564366,2014-08-07,2014-08-25,M,ALB,5988,Online,286,154.06,90.93,Vegetables,Albania,Europe,Southern Europe,44061.16,26005.980000000003,18055.18,40.97754121770738
407220542,2016-05-29,2016-07-04,L,SWE,2103,Online,4463,205.7,117.11,Cereal,Sweden,Europe,Northern Europe,918039.1,522661.93,395377.17,43.06757413709285
408540618,2013-09-30,2013-11-13,M,SMR,5988,Offline,5102,154.06,90.93,Vegetables,San Marino,Europe,Southern Europe,786014.12,463924.86000000004,322089.25999999995,40.97754121770738
409112679,2013-03-30,2013-05-18,H,MNE,5988,Online,4388,154.06,90.93,Vegetables,Montenegro,Europe,Southern Europe,676015.28,399000.84,277014.44,40.97754121770738
409514796,2014-07-24,2014-09-07,L,BIH,3127,Online,3383,81.73,56.67,Personal Care,Bosnia and Herzegovina,Europe,Southern Europe,276492.59,191714.61000000002,84777.98000000001,30.661935641747217
410229337,2016-11-21,2016-12-22,M,PRT,8681,Online,4832,651.21,524.96,Office Supplies,Portugal,Europe,Southern Europe,3146646.72,2536606.72,610040.0,19.386987300563565
410291135,2012-02-06,2012-02-22,L,SVN,3127,Offline,3119,81.73,56.67,Personal Care,Slovenia,Europe,Southern Europe,254915.87000000002,176753.73,78162.14000000001,30.661935641747217
410514724,2017-03-01,2017-04-10,C,SRB,8681,Offline,9284,651.21,524.96,Office Supplies,Serbia,Europe,Southern Europe,6045833.640000001,4873728.640000001,1172105.0,19.386987300563565
410740888,2012-07-24,2012-09-01,H,BIH,8875,Online,6211,421.89,364.69,Meat,Bosnia and Herzegovina,Europe,Southern Europe,2620358.79,2265089.59,355269.2000000002,13.558036455000124
412215459,2013-01-24,2013-01-31,H,GRC,2103,Online,2569,205.7,117.11,Cereal,Greece,Europe,Southern Europe,528443.2999999999,300855.59,227587.7099999999,43.06757413709284
412416303,2016-06-03,2016-06-11,M,SMR,7331,Offline,2004,255.28,159.42,Baby Food,San Marino,Europe,Southern Europe,511581.12,319477.68,192103.44,37.55092447508618
413078916,2012-12-31,2013-01-11,L,BLR,5988,Online,8086,154.06,90.93,Vegetables,Belarus,Europe,Eastern Europe,1245729.16,735259.9800000001,510469.1799999998,40.977541217707376
413245427,2016-06-29,2016-07-02,C,AND,4594,Offline,7360,9.33,6.92,Fruits,Andorra,Europe,Southern Europe,68668.8,50931.2,17737.600000000006,25.830653804930336
413951814,2015-05-10,2015-05-31,C,AUT,1270,Offline,6395,47.45,31.79,Beverages,Austria,Europe,Western Europe,303442.75,203297.05,100145.70000000001,33.00316122233931
414359509,2014-08-30,2014-09-11,C,ROU,7331,Offline,7042,255.28,159.42,Baby Food,Romania,Europe,Eastern Europe,1797681.76,1122635.64,675046.1200000001,37.550924475086184
414579665,2017-06-20,2017-07-10,H,FIN,8969,Online,2191,152.58,97.44,Snacks,Finland,Europe,Northern Europe,334302.78,213491.04,120811.74000000002,36.13841918993315
415837943,2012-01-10,2012-02-23,M,AND,7331,Offline,4543,255.28,159.42,Baby Food,Andorra,Europe,Southern Europe,1159737.04,724245.0599999999,435491.9800000001,37.55092447508619
